version,phase_type,sheet_name,row_number,stock_code_raw_text,ticker,company_name,exchange,isin,currency,board_lot,category,subcategory,source_provider,rebuild_candidate_status,decision_reason
v2.12E,rebuild-only,ListOfSecurities,16634,68680,68680,UB#HSI RP2803O,HKEX,CH1538231304,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16635,68682,68682,HU#HSI RC28096,HKEX,HK0001336541,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16636,68683,68683,HU#HSI RC28097,HKEX,HK0001336558,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16637,68684,68684,MS#HSI RP2803P,HKEX,,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16638,68686,68686,UB#HSI RP2803L,HKEX,CH1538231312,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16639,68687,68687,UB#TENCTRC2609M,HKEX,CH1547185111,HKD,"5,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16640,68688,68688,SG#POMRTRP2812K,HKEX,,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16641,68689,68689,GJ#HSI RC2711V,HKEX,HK0001147559,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16642,68690,68690,HU#BYD RC2701A,HKEX,HK0001336574,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16643,68693,68693,SG#HSI RC2710O,HKEX,,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16644,68695,68695,DS#HSI RP2803Q,HKEX,,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16645,68696,68696,SG#HSI RC2711V,HKEX,,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16646,68701,68701,DS#HSI RP2803R,HKEX,,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16647,68702,68702,UB#CLIFERC2808F,HKEX,CH1547185376,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16648,68703,68703,SG#MTUANRP28126,HKEX,,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16649,68704,68704,BP#HSI RC2809O,HKEX,NLBNPHK1G6X5,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16650,68706,68706,BP#HSI RC2809T,HKEX,NLBNPHK1G6Y3,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
