row_number,classification,matched_terms,reason,isin,ticker,name,exchange,country,mic,currency,source_provider,asset_type,instrument_type,instrument_scope
11798,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMHDm,Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11799,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMHDp,Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11800,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMHGl,iShares J.P. Morgan USD EM Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11801,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMIDl,iShares MSCI Europe Mid Cap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11802,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMIGEm,UBS J.P. Morgan USD EM IG Screened Diversified Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11803,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMIGl,UBS J.P. Morgan USD EM IG Screened Diversified Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11804,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMIGm,UBS J.P. Morgan USD EM IG Screened Diversified Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11807,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMIMa,iShares Core MSCI EM IMI UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11808,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMIMl,iShares Core MSCI EM IMI UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11809,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMISp,BNP Paribas Easy MSCI Emerging SRI PAB,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11810,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMIm,Amundi Euro Government Inflation-Linked Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11811,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMKTBm,Amundi USD Emerging Markets Government Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11812,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMKTm,Amundi MSCI Emerging Markets Swap II UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11813,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMKXd,BNP Paribas Easy MSCI Emerging Min TE UCITS ETF EUR C,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11814,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMLCm,VanEck J.P. Morgan EM Local Currency Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11815,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMLCz,VanEck J.P. Morgan EM Local Currency Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11816,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMLDm,SS SPDR Bloomberg Emerging Markets Local Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11817,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMLIl,PIMCO Advantage Emerging Markets Local Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11818,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMLIm,PIMCO Advantage Emerging Markets Local Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11819,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMLIz,PIMCO Advantage Emerging Markets Local Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11820,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMLOCm,UBS J.P. Morgan EM Multi-Factor Enhanced Local Currency Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11821,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMLVz,iShares Edge MSCI EM Minimum Volatility UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11822,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMMEUm,UBS Core MSCI EM UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11824,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMMUCz,UBS Core MSCI EM UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11825,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMMUKz,UBS Core MSCI EM UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11826,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMMUSm,UBS Core MSCI EM UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11827,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMMUUz,UBS Core MSCI EM UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11828,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMMUZz,UBS Core MSCI EM UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11829,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMMVl,iShares Edge MSCI EM Minimum Volatility UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11830,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMNDd,iShares MSCI World CTB Enhanced ESG UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11831,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMNEd,iShares MSCI EMU ESG Enhanced CTB UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11832,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMNJd,iShares MSCI Japan ESG Enhanced CTB UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11833,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMNUd,iShares MSCI Europe ESG Enhanced CTB UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11834,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMPABm,UBS MSCI EM Climate Paris Aligned UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11835,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMPAa,iShares MSCI EMU Paris-Aligned Climate UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11836,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMPAz,UBS MSCI EM Climate Paris Aligned UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11837,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMQPl,EMQQ Emerging Markets Internet UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11838,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMQQl,EMQQ Emerging Markets Internet UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11839,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMQQp,EMQQ Emerging Markets Internet UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11840,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMRDl,SS SPDR MSCI Emerging Markets UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11841,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMRGm,SS SPDR MSCI Emerging Markets UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11842,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMSAl,iShares JP Morgan Advanced USD EM Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11843,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMSMd,Invesco MSCI Emerging Markets UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11845,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUAAm,UBS Core MSCI EMU UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11846,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUAAz,UBS Core MSCI EMU UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11847,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUCHz,UBS Core MSCI EMU UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11848,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUCz,iShares MSCI EMU CHF Hedged UCITS ETF Acc,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11849,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUDl,iShares MSCI EMU ESG Enhanced CTB UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11850,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUEEz,UBS Core MSCI EMU UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11851,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUESm,UBS MSCI EMU Universal UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11852,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUEUm,UBS Core MSCI EMU UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11853,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUEUz,UBS Core MSCI EMU UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11854,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMULm,iShares MSCI EMU Large Cap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11855,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUMz,iShares MSCI EMU Mid Cap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11856,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUPAm,UBS MSCI EMU Climate Paris Aligned UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11857,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUPAz,UBS MSCI EMU Climate Paris Aligned UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11858,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUSRm,UBS MSCI EMU Socially Responsible UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11859,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUSRz,UBS MSCI EMU Socially Responsible UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11860,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUUKz,UBS Core MSCI EMU UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11861,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUUSz,UBS Core MSCI EMU UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11862,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUUl,iShares MSCI EMU USD Hedged UCITS ETF Acc,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11863,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMUm,Amundi Core MSCI EMU UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11864,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMVEUm,UBS MSCI EMU Value UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11865,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMVEUz,UBS MSCI EMU Value UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11866,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMVLl,iShares Edge MSCI EM Value Factor UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11867,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMVm,iShares Edge MSCI EM Minimum Volatility UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11868,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMWEd,BNP Paribas Easy MSCI World SRI PAB,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11869,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMWEp,BNP Paribas Easy MSCI World SRI PAB,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11870,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMXCd,Amundi MSCI Emerging Ex China UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11871,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMXCl,Amundi MSCI Emerging Ex China UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11872,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMXCm,Amundi MSCI Emerging Ex China UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11873,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMXNl,Amundi MSCI Emerging Ex China UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11874,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EMXUl,Amundi MSCI Emerging Ex China ESG Selection - UCITS ETF DR,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11876,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ENAMm,BNP Paribas Easy MSCI USA Min TE UCITS ETF C,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11877,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ENAMp,BNP Paribas Easy MSCI USA Min TE UCITS ETF C,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11880,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ENCOl,L&G Multi-Strategy Enhanced Commodities UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11888,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ENERm,Amundi MSCI New Energy UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11890,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ENGEUz,BNP Paribas Easy ECPI Global ESG Infrastructure UCITS ETF/Ireland,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11892,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ENGYl,SS SPDR MSCI Europe Energy UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11906,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ENRGm,Amundi Stoxx Europe 600 Energy Esg Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11907,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ENRGp,Amundi Stoxx Europe 600 Energy Esg Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11915,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ENWDm,iShares MSCI World CTB Enhanced ESG UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11922,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPABl,Amundi S&P Eurozone Climate Paris Aligned UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11923,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPABp,Amundi S&P Eurozone Climate Paris Aligned UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11924,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPADa,iShares MSCI Europe Paris-Aligned Climate UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11925,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPEJm,BNP PARIBAS EASY MSCI Pacific ex Japan Min TE UCITS ETF C,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11926,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPEJp,BNP PARIBAS EASY MSCI Pacific ex Japan Min TE UCITS ETF C,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11934,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPRAl,Amundi FTSE EPRA NAREIT Global UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11935,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPRAm,Amundi FTSE EPRA NAREIT Global UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11936,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPRAp,Amundi FTSE EPRA NAREIT Global UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11937,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPREp,Amundi FTSE EPRA Europe Real Estate,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11939,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPRUa,Amundi FTSE EPRA NAREIT Global UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11941,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPVLDm,UBS Factor MSCI EMU Prime Value Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11942,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPVLDz,UBS Factor MSCI EMU Prime Value Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11943,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EPVLz,UBS Factor MSCI EMU Prime Value Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11944,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQACm,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11945,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQACz,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11946,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQCHz,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11947,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQDSl,iShares MSCI Europe Quality Dividend Advanced UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11948,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQEUd,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11949,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQGBl,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11950,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQLTDm,UBS Factor MSCI EMU Quality Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11951,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQLTDz,UBS Factor MSCI EMU Quality Screened UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11953,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQDd,Invesco Nasdaq-100 Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11954,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQDl,Invesco Nasdaq-100 Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11955,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQQd,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11956,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQQl,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11957,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQQm,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11958,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQQp,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11959,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQQz,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11960,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQSl,Invesco Nasdaq-100 Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11961,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQSz,Invesco Nasdaq-100 Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11962,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQUl,Invesco EQQQ Nasdaq-100 UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11963,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQQXd,Invesco Nasdaq-100 Swap UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11964,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQSPd,Amundi S&P 500 Equal Weight,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11967,residual_review_required,etf,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,EQUAm,BNP Paribas Easy Quality Europe,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11979,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ERN1l,iShares EUR Ultrashort Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11980,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ERNAl,iShares USD Ultrashort Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11981,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ERNDl,iShares USD Ultrashort Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11982,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ERNEa,iShares EUR Ultrashort Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11983,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ERNEl,iShares EUR Ultrashort Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11984,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ERNEm,iShares EUR Ultrashort Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11985,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ERNMx,iShares USD Ultrashort Bond UCITS ETF MXN Hedged (Acc),CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
11986,residual_review_required,etf;bond,Potential non-common-equity or fund-like instrument needs review/exclusion policy before scoring.,,ERNSl,iShares GBP Ultrashort Bond UCITS ETF,CBOE_EUROPE,,,,cboe_europe_reference_data,,ETF,
